Name,Description,Code,Producer,Price,Weight,Photo_1,Photo_2,Category,Subcategory
Twisted Macrame 3 mm  792,"
Twisted Macrame
Grubość sznurka 3 mm.
Skręcona przędza bawełniana z dodatkiem poliestru ( bez rdzenia). Idealny do tworzenia domowych akcesoriów  takich jak  wiszące makramy, dywaniki, podkładki, poduszki, i  różne akcesoria modowe. Sznurek można rozczesywać.
Skład: 60% bawełna, 20% poliester.Waga motka: 250 gramów 195 m.Zalecane druty o grubości 7 mm. a szydełko 8 mm.
",30547,Yarn Art,14.8,0.25,30547_1.jpg,30547_2.jpg,SZNURKI,Twisted Makrame 3mm
Twisted Macrame 3 mm  795,"
Twisted Macrame
Grubość sznurka 3 mm.
Skręcona przędza bawełniana z dodatkiem poliestru ( bez rdzenia). Idealny do tworzenia domowych akcesoriów  takich jak  wiszące makramy, dywaniki, podkładki, poduszki, i  różne akcesoria modowe. Sznurek można rozczesywać.
Skład: 60% bawełna, 20% poliester.Waga motka: 250 gramów 195 m.Zalecane druty o grubości 7 mm. a szydełko 8 mm.
",30548,Yarn Art,14.8,0.25,30548_1.jpg,30548_2.jpg,SZNURKI,Twisted Makrame 3mm
Twisted Macrame 3 mm  796,"
Twisted Macrame
Grubość sznurka 3 mm.
Skręcona przędza bawełniana z dodatkiem poliestru ( bez rdzenia). Idealny do tworzenia domowych akcesoriów  takich jak  wiszące makramy, dywaniki, podkładki, poduszki, i  różne akcesoria modowe. Sznurek można rozczesywać.
Skład: 60% bawełna, 20% poliester.Waga motka: 250 gramów 195 m.Zalecane druty o grubości 7 mm. a szydełko 8 mm.
",30549,Yarn Art,14.8,0.25,30549_1.jpg,30549_2.jpg,SZNURKI,Twisted Makrame 3mm
Drążek do makramy  20 cm /12 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (długość/średnica) 30cm x 12mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.
kolor biały

",29824,,6.4,0.05,29824_1.jpg,29824_2.jpg,SZNURKI,Akcesoria
Drążek do makramy  20 cm /15 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (dłuhość/średnica) 20cm x 15mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",28362,,4.9,0.05,28362_1.jpg,28362_2.jpg,SZNURKI,Akcesoria
Drążek do makramy  30 cm /12 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (długość/średnica) 30cm x 12mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.
kolor biały

",29823,,7.3,0.05,29823_1.jpg,29823_2.jpg,SZNURKI,Akcesoria
Drążek do makramy  50 cm /12 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (długość/średnica) 50cm x 10mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",29822,,8.3,0.05,29822_1.jpg,29822_2.jpg,SZNURKI,Akcesoria
Drążek do makramy  50 cm /15 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (długość/średnica) 50cm x 15mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",29821,,11.1,0.05,29821_1.jpg,29821_2.jpg,SZNURKI,Akcesoria
Drążek do makramy 20 cm /12 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (l/średnica) 20cm x 12mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",28361,,4.8,0.05,28361_1.jpg,28361_2.jpg,SZNURKI,Akcesoria
Drążek do makramy 30 cm /15 mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (l/średnica) 30cm x 15mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",28364,,5.4,0.05,28364_1.jpg,28364_2.jpg,SZNURKI,Akcesoria
Drążek do makramy 30cm / 12mm,"
 

Drewniany kołek, który może być użyty do wyeksponowania twoich najnowszych makram, projektów tkackich lub gotowych zawieszonych lub wyeksponowanych tkanin.
Rozmiar produktu: (l/średnica) 30cm x 12mm.
Może służyć również do zawieszenia ręcznie robionego panelu kalendarza adwentowego lub do stworzenia karuzeli z wiszącymi elementami.
Wykończenie gładkie, nadające się do malowania.
Na każdym końcu kołka znajduje się wstępnie wywiercony otwór o średnicy 5 mm, dzięki czemu można dodać linę lub sznurek.
Wykonane ze starannie pozyskiwanego naturalnego drewna brzozowego, które posiada certyfikat FSC.

",28363,,5.2,0.05,28363_1.jpg,28363_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany chmurka,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
Wymiary 7x4,5 cm.
",29820,,9.9,0.05,29820_1.jpg,29820_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany gwiazdka,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
Wymiary 7x7 cm.
",29819,,9.9,0.05,29819_1.jpg,29819_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany królik,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
",28411,,9.9,0.05,28411_1.jpg,28411_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany Miś,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
",28412,,9.9,0.05,28412_1.jpg,28412_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany Ptak,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
",28410,,9.9,0.05,28410_1.jpg,28410_2.jpg,SZNURKI,Akcesoria
Gryzak drewniany słoń,"
Dzięki tym naturalnym drewnianym pierścieniom wykonasz piękne zabawki dla niemowląt, grzechotki, gryzaki, ozdoby i wiele więcej! 
Ze względu na naturalny kolor i wygląd pierścienie mogą być używane do wielu różnych projektów i mogą być łączone ze wszystkimi kolorami. 
Bezpieczny dla niemowląt.
",28409,,9.9,0.05,28409_1.jpg,28409_2.jpg,SZNURKI,Akcesoria
Kółka drewniane 10 cm,"
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28345,,12.7,0.05,28345_1.jpg,28345_2.jpg,SZNURKI,Akcesoria
Kółka drewniane 4 cm,"
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28350,,3.9,0.05,28350_1.jpg,28350_2.jpg,SZNURKI,Akcesoria
"Kółka drewniane 4,8 cm","
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28349,,4.5,0.05,28349_1.jpg,28349_2.jpg,SZNURKI,Akcesoria
"Kółka drewniane 5,6 cm","
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28348,,4.5,0.05,28348_1.jpg,28348_2.jpg,SZNURKI,Akcesoria
Kółka drewniane 7 cm,"
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28347,,5.7,0.05,28347_1.jpg,28347_2.jpg,SZNURKI,Akcesoria
Kółka drewniane 8 cm,"
Kółko z surowego drewna wiśniowego.
Te drewniane pierścienie mają piękny naturalny wygląd i mogą być używane do wielu celów. Na przykład mogą służyć jako kółka do makramy . Ponadto kółka nadają się do robienia zabawek dla niemowląt, takich jak grzechotki czy gryzaki. Pierścienie wykonane są z dobrej jakości drewna wiśniowego. Dostępne w średnicach od 34-100mm.
Kółka zostały poddane  różnym testom i zostały przetestowane pod kątem ostrych krawędzi  lub innych niebezpiecznych właściwości i szkodliwych substancji i zostały uznane za bezpieczne dla niemowląt.
 
",28346,,7.2,0.05,28346_1.jpg,28346_2.jpg,SZNURKI,Akcesoria
Koraliki drewniane 10 mm,"
Te drewniane koraliki świetnie nadają się do robienia  makramy czy zabawek dla dzieci. Oczywiście nadają się również do wyrobu biżuterii. Koraliki drewniane łatwo łączyć z kolorowymi koralikami, ale także z elementami szydełkowanymi lub dzianinowymi. Koraliki drewniane dostępne są w różnych rozmiarach (średnica od 10 do 60 mm) Są wykonane z drewna wiśniowego i nie są lakierowane.
",28351,,0.0,0.05,28351_1.jpg,28351_2.jpg,SZNURKI,Akcesoria
Macrame XL  131,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29162,Yarn Art,18.7,0.25,29162_1.jpg,29162_2.jpg,SZNURKI,Macrame XL
Macrame XL  135,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29443,Yarn Art,18.7,0.25,29443_1.jpg,29443_2.jpg,SZNURKI,Macrame XL
Macrame XL  137,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28423,Yarn Art,18.7,0.25,28423_1.jpg,28423_2.jpg,SZNURKI,Macrame XL
Macrame XL  139,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28414,Yarn Art,18.7,0.25,28414_1.jpg,28414_2.jpg,SZNURKI,Macrame XL
Macrame XL  141,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29161,Yarn Art,18.7,0.25,29161_1.jpg,29161_2.jpg,SZNURKI,Macrame XL
Macrame XL  142,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29445,Yarn Art,18.7,0.25,29445_1.jpg,29445_2.jpg,SZNURKI,Macrame XL
Macrame XL  143,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29447,Yarn Art,18.7,0.25,29447_1.jpg,29447_2.jpg,SZNURKI,Macrame XL
Macrame XL  145,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28422,Yarn Art,18.7,0.25,28422_1.jpg,28422_2.jpg,SZNURKI,Macrame XL
Macrame XL  148,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28420,Yarn Art,18.7,0.25,28420_1.jpg,28420_2.jpg,SZNURKI,Macrame XL
Macrame XL  149,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28419,Yarn Art,18.7,0.25,28419_1.jpg,28419_2.jpg,SZNURKI,Macrame XL
Macrame XL  152,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29444,Yarn Art,18.7,0.25,29444_1.jpg,29444_2.jpg,SZNURKI,Macrame XL
Macrame XL  154,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28426,Yarn Art,18.7,0.25,28426_1.jpg,28426_2.jpg,SZNURKI,Macrame XL
Macrame XL  155,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28417,Yarn Art,18.7,0.25,28417_1.jpg,28417_2.jpg,SZNURKI,Macrame XL
Macrame XL  156,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28424,Yarn Art,18.7,0.25,28424_1.jpg,28424_2.jpg,SZNURKI,Macrame XL
Macrame XL  157,"
Macrame XL
kolor: brąz
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",31245,Yarn Art,18.7,0.25,31245_1.jpg,31245_2.jpg,SZNURKI,Macrame XL
Macrame XL  158,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29580,Yarn Art,18.7,0.25,29580_1.jpg,29580_2.jpg,SZNURKI,Macrame XL
Macrame XL  159,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28425,Yarn Art,18.7,0.25,28425_1.jpg,28425_2.jpg,SZNURKI,Macrame XL
Macrame XL  162,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29446,Yarn Art,18.7,0.25,29446_1.jpg,29446_2.jpg,SZNURKI,Macrame XL
Macrame XL  163,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",29581,Yarn Art,18.7,0.25,29581_1.jpg,29581_2.jpg,SZNURKI,Macrame XL
Macrame XL  164,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",28418,Yarn Art,18.7,0.25,28418_1.jpg,28418_2.jpg,SZNURKI,Macrame XL
Macrame XL  165,"
Macrame XL
Sznurek poliestrowy z satynowym połyskiem.
Zalecane druty numer 7
Zalecane szydełko numer 8
Motek 250 gramów 130 metrów
Grubość około 3,5 mm
",31244,Yarn Art,18.7,0.25,31244_1.jpg,31244_2.jpg,SZNURKI,Macrame XL
Macrame cord VR 3mm   911,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28975,Yarn Art,26.9,0.25,28975_1.jpg,28975_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   912,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28976,Yarn Art,26.9,0.25,28976_1.jpg,28976_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   914,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28978,Yarn Art,26.9,0.25,28978_1.jpg,28978_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   915,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28979,Yarn Art,26.9,0.25,28979_1.jpg,28979_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   921,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28985,Yarn Art,26.9,0.25,28985_1.jpg,28985_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   922,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28986,Yarn Art,26.9,0.25,28986_1.jpg,28986_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   923,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28987,Yarn Art,26.9,0.25,28987_1.jpg,28987_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   925,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28989,Yarn Art,26.9,0.25,28989_1.jpg,28989_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   926,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28990,Yarn Art,26.9,0.25,28990_1.jpg,28990_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR 3mm   927,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28991,Yarn Art,26.9,0.25,28991_1.jpg,28991_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR3mm   917,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28981,Yarn Art,26.9,0.25,28981_1.jpg,28981_2.jpg,SZNURKI,Macrame Cord 3mm VR
Macrame cord VR3mm   918,"
Macrame Cord 3mm VR    
Macrame Cord 3mm VR batik to marmurkowy  pleciony sznurek bawełniany..Z tego sznurka  możesz wykonać wiele ciekawych projektów  wykorzystując technikę makramy, oraz za pomocą szydełka lub na drutach.  Wyczaruj kolorowe torby, poduchy, maty, dywaniki, zasłony, kosze, pojemniki.
60% bawełna – 40% wiskoza i poliester250 gramów / 85 metrówdruty: 7 mmszydełko: 8 mm
",28982,Yarn Art,26.9,0.25,28982_1.jpg,28982_2.jpg,SZNURKI,Macrame Cord 3mm VR
Twisted Macrame 3 mm  VR   910,"
Twisted Macrame
Grubość sznurka 3 mm.
Skręcona przędza bawełniana z dodatkiem poliestru ( bez rdzenia). Idealny do tworzenia kolorowych domowych akcesoriów  takich jak  wiszące makramy, dywaniki, podkładki, poduszki, i  różne akcesoria modowe. Sznurek można rozczesywać.
Skład: 60% bawełna, 20% poliester.Waga motka: 250 gramów 195 m.Zalecane druty o grubości 7 mm. a szydełko 8 mm.
",29163,Yarn Art,28.6,0.25,29163_1.jpg,29163_2.jpg,SZNURKI,Twisted Macrame 3 mm VR
